Review,Review_Type
Simply awesome. Giving Review after 2 weeks of use.. Don't buy this product. It seems they are selling second grade defective product. All shuttle start to rotate after some time  it's very difficult to play.... Patethic product.READ MORE,0
Wonderful. ExcellentREAD MORE,1
Worth every penny. worst .......READ MORE,0
Worth every penny. Good  Product... 🙂🙂🙂READ MORE,1
Worth every penny. nice...READ MORE,1
Good. niceREAD MORE,1
Worthless. very ecobomicalREAD MORE,1
Could be way better. Damaged packREAD MORE,1
Wonderful. awesomeREAD MORE,1
Really Nice. good qualityREAD MORE,1
Highly recommended. goodREAD MORE,1
Wonderful. Original product. Very happyREAD MORE,1
Mind-blowing purchase. NiceREAD MORE,1
Not good. these shuttles have better quality than I bought from local shop.. no much difference in price..READ MORE,1
Super!. minREAD MORE,1
Worth the money. okREAD MORE,0
Pretty good. Good product .. quick delivery .. impressive service..READ MORE,0
Utterly Disappointed. badREAD MORE,1
Nice product. Shuttle are very goodREAD MORE,1
Simply awesome. Its just goodREAD MORE,1
Simply awesome. Good quality.. Original productREAD MORE,1
"Classy product. Good product,. 👍READ MORE",1
Just wow!. excellentREAD MORE,1
Decent product. poor qualityREAD MORE,0
Excellent. Price too high.compare to our local shop.quality is not good.READ MORE,1
"Classy product. Expected more good quality, it's good only one shuttle has spinning issue.READ MORE",1
Super!. It looks good but after use I will update about quality..READ MORE,1
Excellent. all the shuttle we're damaged.READ MORE,0
Terrific. best shuttlecockREAD MORE,1
Awesome. nice shulterREAD MORE,1
Worth every penny. goodREAD MORE,1
Slightly disappointed. very nice productREAD MORE,1
Classy product. GoodREAD MORE,1
Perfect product!. Gud qualityREAD MORE,0
Highly recommended. GreatREAD MORE,1
Delightful. superREAD MORE,1
Wonderful. GoodREAD MORE,1
Simply awesome. nice and rate reasonable....READ MORE,1
Nice product. superbREAD MORE,1
Wonderful. The product was as per the expectation.READ MORE,1
Fabulous!. very goodREAD MORE,1
Value-for-money. quality is very poorREAD MORE,0
Super!. very goodREAD MORE,1
Great product. very good productREAD MORE,1
Classy product. thanksREAD MORE,1
Just okay. good productREAD MORE,1
Not good. really niceREAD MORE,1
Very Good. very good productREAD MORE,1
Just okay. packing is damaged..  and few shuttle are also damaged...  poor quality of packing..READ MORE,1
Worthless. good qualityREAD MORE,1
Brilliant. I have received all the genuine shuttle box. Flight And Pace level of shuttlecock are very good. But I am little disappointed with the packaging from both seller and Flipkart side. Boxex are little damaged although I am very grateful that my shuttlecock are not damaged. Again I will purchase from the same seller. Thanks 😊READ MORE,1
Awesome. Genuine productREAD MORE,1
Worth every penny. I am using Mavis 350 Above past 2 Year The Best Shuttlecock in y MarketNew Stock delivered by Seller We play in doubles & Daily 5 SetsDurability is awesome (3-4Days)Smash Drop Toss Everything is PerfectSome of our team Members Complaint that shuttle is very Heavy & Goes away when they toss but i think this is not Shuttlecock's problemGood Job YonexREAD MORE,1
Brilliant. NiceREAD MORE,1
Wonderful. niceREAD MORE,1
Very Good. niceREAD MORE,0
"Delightful. Flipkart is cheating the customers by sending very very old shuttle boxes...booked 4 box of shuttle on 12th December 2019 and  received 2018  manufactured shuttles, which are bad in condition.. going forward decides to not buy shuttles from Flipkart ..READ MORE",0
Pretty good. good productREAD MORE,1
Just wow!. Cost should be little lessREAD MORE,0
Just okay. it is not that much goodREAD MORE,0
Excellent. worth for moneyREAD MORE,1
Terrific purchase. value for moneyREAD MORE,1
Nice product. ferfect delivered..good productsREAD MORE,1
Excellent. very good shuttle for outdoor court. 1 shuttle lasts for 1 week even if you play smashes daily. good one to purchase.READ MORE,1
Fair. superREAD MORE,1
Delightful. good oneREAD MORE,1
Does the job. niceREAD MORE,1
Excellent. DurableREAD MORE,1
"Value-for-money. very very good product,, I bought 2 or 3 barrels every month.... one of the trustworthy online shopping, flifkart....READ MORE",1
Nice. Good packing and delivery.  but the flight and speed of the shuttles were much faster than the usual Mavis 350. I doubt the genuinity.This time also the packing was perfect.  But the very first shuttle taken was wobbling and is not good for play. Very disappointing..READ MORE,0
Great product. goodREAD MORE,1
Fabulous!. SuperREAD MORE,1
Must buy!. Good.its original product.READ MORE,1
Terrific. goodREAD MORE,1
Great product. It's middleREAD MORE,0
Awesome. Its ok for beginnersREAD MORE,1
Just wow!. it's niceREAD MORE,0
"Delightful. gud product in price range,gud for indoor gameREAD MORE",1
Fabulous!. fast delivery with good quality productREAD MORE,1
Good. good oneREAD MORE,0
Did not meet expectations. NiceREAD MORE,1
"Awesome. Very good shuttle for you, any stage you are in. simply go for it.READ MORE",1
Best in the market!. Nice product. looks very genuine.READ MORE,1
Classy product. Fast sarvisREAD MORE,1
Simply awesome. nice shuttle durable still these are working properlyREAD MORE,1
Worst experience ever!. NiceREAD MORE,1
Perfect product!. Good productREAD MORE,1
Highly recommended. better productREAD MORE,1
Nice. superb and guaranteed .READ MORE,1
Excellent. badREAD MORE,0
Super!. Two shuttles are damagedREAD MORE,0
Classy product. goodREAD MORE,1
Awesome. goodREAD MORE,1
Perfect product!. best for outdoor and practice timeREAD MORE,1
Terrific. excellent qualityREAD MORE,1
Terrific. plz not buy this shuttle.READ MORE,0
Fabulous!. Very fantasticREAD MORE,1
Brilliant. goodREAD MORE,1
Super!. Good shuttleREAD MORE,0
Great product. Nice product. Delivered on time.READ MORE,1
Pretty good. best productREAD MORE,1
Just wow!. excellentREAD MORE,1
Worth the money. goodREAD MORE,1
Good. good product ...READ MORE,1
Worth the money. It's always the best budget shuttlecocks mrp is rs 1040 but i got it in just rs 685READ MORE,1
Fair. Good productREAD MORE,1
Nice one . original product.thanks FlipkartREAD MORE,1
Perfect product!. SuperREAD MORE,1
Terrific purchase. Perfect product!!A great shuttle to practice badminton on a regular basis.READ MORE,1
Brilliant. nice productREAD MORE,1
Classy product. OkREAD MORE,1
Terrific purchase. Nice ProductREAD MORE,1
Terrific. Better price than outlets. Good product.READ MORE,1
Waste of money!. goodREAD MORE,0
Brilliant. Good and genuine product.READ MORE,1
Worth every penny. Good but costyREAD MORE,0
Worth every penny. Good svuttlesREAD MORE,1
Simply awesome. best shuttles with which one can 'play'READ MORE,1
Great product. Quality product go for it!!READ MORE,1
Good choice. Superb qualityREAD MORE,1
Just wow!. Best oneREAD MORE,1
Perfect product!. Value for money 👍READ MORE,1
Simply awesome. Good qualityREAD MORE,1
Super!. BadREAD MORE,0
Highly recommended. very nice shuttle from the seller and prompt delivery from flipkartREAD MORE,1
Classy product. shuttles are of good quality and durableREAD MORE,1
Expected a better product. Good productREAD MORE,1
Brilliant. awesome and original product..however the box i got is of low quality. Hope to not get that complaint again.READ MORE,1
Terrible product. Value for moneyREAD MORE,1
Simply awesome. very useful and beneficial alsoREAD MORE,1
Good quality product. best product everREAD MORE,1
Simply awesome. Very good product to delivered by flipcartREAD MORE,1
Terrific purchase. Super excellent deliveryREAD MORE,1
Utterly Disappointed. Good for practice.READ MORE,1
Classy product. goodREAD MORE,1
Brilliant. goodREAD MORE,1
Super!. Receiving used and defective product shuttle is shaking.READ MORE,0
Worth every penny. it's original and reliableREAD MORE,1
Terrific. Shullte are worst quality....all shuttle are spin so accuracy in very bad....READ MORE,0
Wonderful. very niceREAD MORE,1
Classy product. Good qualityREAD MORE,1
Super!. Genuine product!READ MORE,1
Perfect product!. Last order was great. This shuttle speed varies with temperature. Moves fast in hot summer day. Otherwise speed is good.READ MORE,1
Good choice. pathetic packing ...box crushed...shuttles not in playing conditionREAD MORE,0
Terrific. goodREAD MORE,1
Super!. Great product & great service by FlipkartREAD MORE,1
Must buy!. One word (Osm)READ MORE,1
Good choice. long durableREAD MORE,1
Must buy!. goodREAD MORE,1
Must buy!. ok comfortREAD MORE,1
Great product. Delivery date is too long. m. rest okREAD MORE,1
Mind-blowing purchase. yonex the brandREAD MORE,1
Very poor. good productREAD MORE,1
Wonderful. GoodREAD MORE,1
Worth the money. Durable for regular practiceREAD MORE,1
Nice product. absolutely original productREAD MORE,1
Perfect product!. good qualityREAD MORE,1
Just wow!. valuable price.....nice....READ MORE,1
Very Good. price with valueREAD MORE,1
Terrific. very niceREAD MORE,1
Brilliant. GoodREAD MORE,1
Brilliant. its worth product on this price...READ MORE,1
Awesome. bad qualityREAD MORE,0
Great product. goodREAD MORE,1
Brilliant. Nice shuttle for night game..READ MORE,1
Wonderful. Good to meREAD MORE,1
Decent product. OkayREAD MORE,1
Classy product. Good product from flipkartREAD MORE,1
Brilliant. good and lastingREAD MORE,1
Very Good. The best u cant getREAD MORE,1
"Classy product. awesome shuttles , I love itREAD MORE",1
"Must buy!. On time delivery and very nice product. I am a national level player and I used these shuttles just for practice and I found the quality very nice and they are really the original Yonex Mavis 350, If you are thinking to buy them then you should not wait for it just go for it.READ MORE",1
Brilliant. Good productREAD MORE,1
Terrific purchase. original. no more comments.READ MORE,1
Worth. EXCELLENTREAD MORE,1
Perfect product!. Nice product. worth for money....READ MORE,1
Great product. I think it's not the original. More flight for the Cork which I have not seen beforeREAD MORE,0
Nice. Very good shuttleREAD MORE,1
Perfect product!. GoodREAD MORE,1
Don't waste your money. OriginalREAD MORE,1
Really Nice. go for it!READ MORE,1
"Awesome. Original product, fast delivery.READ MORE",1
Brilliant. To Good😊👍👍READ MORE,1
Super!. fast delivery from flipkart.nice product.READ MORE,1
Good quality product. goodREAD MORE,1
"Just okay. good product, on time deliveryREAD MORE",1
Terrific purchase. goodREAD MORE,1
Delightful. not up to the mark.... but durableREAD MORE,0
Best in the market!. good & long lastingREAD MORE,1
Really Nice. WorstREAD MORE,0
Excellent. nice citalREAD MORE,1
Good choice. Nicely packedREAD MORE,1
Highly recommended. good productREAD MORE,1
Good choice. goodREAD MORE,1
Classy product. 2 corks were not to that perfect. Yes can go for this price. But the plastic quality to improve a lot - I mean the plasticity of plasticREAD MORE,1
Brilliant. fineREAD MORE,0
Horrible. awsome product...READ MORE,1
Wonderful. Original product and at best price you can get here. Must buy.READ MORE,1
Wonderful. niceREAD MORE,1
Excellent. nice oneREAD MORE,1
Brilliant. Wel finishedREAD MORE,1
Perfect product!. nice productsREAD MORE,1
Mind-blowing purchase. excellentREAD MORE,1
Must buy!. goodREAD MORE,1
Delightful. superb quality product received thanks flipkartREAD MORE,1
Very poor. best oneREAD MORE,1
Worth the money. I played only for two days with on shuttle it started brokingREAD MORE,0
Worth the money. genuine shuttle. I bought it  Rs.685.READ MORE,1
Very Good. Great qualityREAD MORE,1
Good choice. very niceREAD MORE,1
Good choice. very genuine and affordable productREAD MORE,1
Terrible product. Best shuttle for practice..READ MORE,1
Best in the market!. fast delivery flipkart thank uREAD MORE,1
Highly recommended. Good productREAD MORE,1
Terrific. Good QualityREAD MORE,1
Nice product. Very Worst.READ MORE,0
Good quality product. Good for practice..READ MORE,1
Wonderful. goodREAD MORE,1
"Good quality product. I am not sure whether the product original or counterfeit... it looks like original but the quality is not good, I purchased  similar box from offline shop and that had best quality.. this is first time I received such product from flipkart..delivery and packaging as always..best from flipkart.thanks.READ MORE",1
Terrible product. NiceREAD MORE,1
Worth every penny. very good productREAD MORE,1
Good. cheap qualityREAD MORE,0
Perfect product!. nice product.READ MORE,1
Wonderful. good product and delivered fast goodREAD MORE,1
Good quality product. genuine product and at a good priceREAD MORE,1
Terrific. niceREAD MORE,1
Terrific. goodREAD MORE,1
Pretty good. Very durable.READ MORE,1
Hated it!. it's good and durabilityREAD MORE,1
Pretty good. I asked for 350 green cap.But came blue capREAD MORE,0
Pretty good. genuine & orginal productREAD MORE,1
Worth every penny. quality of shuttle was lowREAD MORE,0
Just wow!. Original product with great price.Thanks flipkart.READ MORE,1
Mind-blowing purchase. good productREAD MORE,1
Prompt delivery. Product is good but quality of shuttle is not goodREAD MORE,1
Wonderful. Nice product....READ MORE,1
Perfect product!. good productREAD MORE,1
Wonderful. Good productREAD MORE,1
Moderate. worst qualityREAD MORE,0
